type,model,size,inductance,dcr,staturation_current,temperature_rise_current
小型化一体成型电感T-CORE,FTC322510S6R8MBCA,3.2*2.5*1.0,6.8uH,0.32Ω,2A,1.6A
小型化一体成型电感T-CORE,FTC322510S100MBCA,3.2*2.5*1.0,10uH,0.365Ω,1.8A,1.8A
小型化一体成型电感T-CORE,FTC322512SR10MBCA,3.2*2.5*1.2,0.1uH,0.007Ω,16.5A,11A
小型化一体成型电感T-CORE,FTC322512S3R3MGCD,3.2*2.5*1.2,3.3uH,0.067Ω,3.2A,2.5A
小型化一体成型电感T-CORE,FTC322512S4R7MBCF,3.2*2.5*1.2,4.7uH,0.12Ω,2.6A,2.1A
小型化一体成型电感T-CORE,FTC322512S4R7MBCB,3.2*2.5*1.2,4.7uH,0.135Ω,2.8A,2A
小型化一体成型电感T-CORE,FTC322512S6R8MBCA,3.2*2.5*1.2,6.8uH,0.21Ω,2.4A,1.9A
小型化一体成型电感T-CORE,FTC322512S100MBCA,3.2*2.5*1.2,10uH,0.23Ω,1.9A,1.8A
小型化一体成型电感T-CORE,FTC322520SR33MBCA,3.2*2.5*2.0,0.33uH,0.009Ω,14A,9A
小型化一体成型电感T-CORE,FTC322520SR47MBCA,3.2*2.5*2.0,0.47uH,0.01Ω,13A,8.5A
小型化一体成型电感T-CORE,FTC322520SR68MBCA,3.2*2.5*2.0,0.68uH,0.014Ω,11A,8A
小型化一体成型电感T-CORE,FTC322520S1R0MBCA,3.2*2.5*2.0,1.0uH,0.017Ω,8.3A,7.5A
小型化一体成型电感T-CORE,FTC322520S1R5MBCA,3.2*2.5*2.0,1.5uH,0.025Ω,6A,6A
小型化一体成型电感T-CORE,FTC322520S2R2MBCA,3.2*2.5*2.0,2.2uH,0.043Ω,5.5A,4.8A
小型化一体成型电感T-CORE,FTC322520S3R3MBCA,3.2*2.5*2.0,3.3uH,0.06Ω,3.5A,4A
小型化一体成型电感T-CORE,FTC322520S4R7MBCA,3.2*2.5*2.0,4.7uH,0.094Ω,3A,3A
小型化一体成型电感T-CORE,FTC322520S6R8MBCA,3.2*2.5*2.0,6.8uH,0.125Ω,2.9A,2.3A
小型化一体成型电感T-CORE,FTC303010D6R8MBCA,3.0*3.0*1.0,6.8uH,0.27Ω,1.5A,1.8A
小型化一体成型电感T-CORE,FTC303010D100MBCA,3.0*3.0*1.0,10uH,0.36Ω,1.3A,1.7A
小型化一体成型电感T-CORE,FTC303012D1R0MBCA,3.0*3.0*1.2,1.0uH,0.027Ω,5.5A,5A
小型化一体成型电感T-CORE,FTC303012D4R7MBCA,3.0*3.0*1.2,4.7uH,0.12Ω,2.5A,2.5A
小型化一体成型电感T-CORE,FTC303012D100MBCA,3.0*3.0*1.2,10uH,0.22Ω,2A,1.9A
小型化一体成型电感T-CORE,FTC303012D150MBCA,3.0*3.0*1.2,15uH,0.38Ω,1.6A,1.3A
小型化一体成型电感T-CORE,FTC303015DR15MBCA,3.0*3.0*1.5,0.15uH,0.006Ω,15A,11A
小型化一体成型电感T-CORE,FTC303015DR47MBCA,3.0*3.0*1.5,0.47uH,0.011Ω,9A,8A
小型化一体成型电感T-CORE,FTC303015D1R0MBCA,3.0*3.0*1.5,1uH,0.022Ω,6.5A,5.5A
小型化一体成型电感T-CORE,FTC303015D2R2MBCA,3.0*3.0*1.5,2.2uH,0.05Ω,4.5A,4A
小型化一体成型电感T-CORE,FTC303015D4R7MBCA,3.0*3.0*1.5,4.7uH,0.104Ω,3.5A,3A
小型化一体成型电感T-CORE,FTC303015D6R8MBCA,3.0*3.0*1.5,6.8uH,0.18Ω,3A,2A
小型化一体成型电感T-CORE,FTC303015D100MBCA,3.0*3.0*1.5,10uH,0.215Ω,2.5A,1.5A
小型化一体成型电感T-CORE,FTC303015D220MBCA,3.0*3.0*1.5,22uH,0.7Ω,1.2A,1A
小型化一体成型电感T-CORE,FTC303018DR22MBCA,3.0*3.0*1.8,0.22uH,0.007Ω,16A,9A
小型化一体成型电感T-CORE,FTC303018DR47MBCA,3.0*3.0*1.8,0.47uH,0.01Ω,11A,8A
小型化一体成型电感T-CORE,FTC303018D1R0MBCA,3.0*3.0*1.8,1.0uH,0.021Ω,6.8A,5.8A
小型化一体成型电感T-CORE,FTC303018D1R5MBCA,3.0*3.0*1.8,1.5uH,0.026Ω,7A,6.4A
小型化一体成型电感T-CORE,FTC303020DR15MBCA,3.0*3.0*2.0,0.15uH,0.005Ω,17A,12A
小型化一体成型电感T-CORE,FTC303020DR50MBCA,3.0*3.0*2.0,0.5uH,0.012Ω,13A,8A
小型化一体成型电感T-CORE,FTC303020D150MBCA,3.0*3.0*2.0,15uH,0.26Ω,2.2A,1.5A
小型化一体成型电感T-CORE,FTC404012SR47MBCA,4.1*4.1*1.2,0.47uH,0.014Ω,11.5A,8.5A
小型化一体成型电感T-CORE,FTC404012SR68MBCA,4.1*4.1*1.2,0.68uH,0.018Ω,9A,7.5A
小型化一体成型电感T-CORE,FTC404012S1R5MBCA,4.1*4.1*1.2,1.5uH,0.034Ω,7A,5A
小型化一体成型电感T-CORE,FTC404012S2R2MBCA,4.1*4.1*1.2,2.2uH,0.055Ω,6A,4.5A
小型化一体成型电感T-CORE,FTC404012S3R3MBCA,4.1*4.1*1.2,3.3uH,0.08Ω,5A,4A
小型化一体成型电感T-CORE,FTC404012S4R7MBCA,4.1*4.1*1.2,4.7uH,0.11Ω,4.5A,3A
小型化一体成型电感T-CORE,FTC404012S5R6MBCA,4.1*4.1*1.2,5.6uH,0.14Ω,4A,2.5A
小型化一体成型电感T-CORE,FTC404012S6R8MBCA,4.1*4.1*1.2,6.8uH,0.16Ω,3.5A,2.3A
小型化一体成型电感T-CORE,FTC404012S100MBCA,4.1*4.1*1.2,10uH,0.235Ω,2.5A,2A
小型化一体成型电感T-CORE,FTC404020SR33MBCA,4.1*4.1*2.0,0.33uH,0.006Ω,17A,8.5A
小型化一体成型电感T-CORE,FTC404020SR47MGCA,4.1*4.1*2.0,0.47uH,0.008Ω,15A,8A
小型化一体成型电感T-CORE,FTC404020S1R0MGCA,4.1*4.1*2.0,1.0uH,0.014Ω,11.5A,6A
小型化一体成型电感T-CORE,FTC404020S1R5MGCA,4.1*4.1*2.0,1.5uH,0.022Ω,9.5A,5.5A
小型化一体成型电感T-CORE,FTC404020S3R3MGCA,4.1*4.1*2.0,3.3uH,0.04Ω,7A,5.8A
小型化一体成型电感T-CORE,FTC404020S4R7MGCA,4.1*4.1*2.0,4.7uH,0.058Ω,5.5A,4A
小型化一体成型电感T-CORE,FTC404020S6R8MGCA,4.1*4.1*2.0,6.8uH,0.105Ω,4.5A,3.2A
小型化一体成型电感T-CORE,FTC404020S100MGCA,4.1*4.1*2.0,10uH,0.135Ω,4A,3A
小型化一体成型电感T-CORE,FTC404020S150MGCA,4.1*4.1*2.0,15uH,0.25Ω,3A,1.7A
小型化一体成型电感T-CORE,FTC404020S220MGCA,4.1*4.1*2.0,22uH,0.33Ω,2.3A,1.3A
小型化一体成型电感T-CORE,FTC404030SR47MBCA,4.1*4.1*3.0,0.47uH,0.007Ω,21A,14A
小型化一体成型电感T-CORE,FTC404030SR68MBCA,4.1*4.1*3.0,0.68uH,0.01Ω,15A,8A
小型化一体成型电感T-CORE,FTC404030S1R0MGCA,4.1*4.1*3.0,1.0uH,0.012Ω,14A,9A
小型化一体成型电感T-CORE,FTC404030S2R2MGCA,4.1*4.1*3.0,2.2uH,0.022Ω,9.5A,8.5A
小型化一体成型电感T-CORE,FTC404030S3R3MGCA,4.1*4.1*3.0,3.3uH,0.035Ω,7.5A,4.8A
小型化一体成型电感T-CORE,FTC404030S6R8MBCA,4.1*4.1*3.0,6.8uH,0.062Ω,5.1A,3.8A
车规级小型一体成型电感,FPA201612D-R15MT0,2.0*1.6*1.2,0.15uH,0.015Ω,7.2A,5.7A
车规级小型一体成型电感,FPA201612D-R24MT0,2.0*1.6*1.2,0.24uH,0.019Ω,5.9A,4.4A
车规级小型一体成型电感,FPA201612D-R33MT0,2.0*1.6*1.2,0.33uH,0.022Ω,5.2A,4.2A
车规级小型一体成型电感,FPA201612D-R47MT0,2.0*1.6*1.2,0.47uH,0.027Ω,4.5A,3.6A
车规级小型一体成型电感,FPA201612D-R68MT0,2.0*1.6*1.2,0.68uH,0.035Ω,3.6A,2.8A
车规级小型一体成型电感,FPA201612D-1R0MT0,2.0*1.6*1.2,1uH,0.05Ω,3.2A,2.4A
车规级小型一体成型电感,FPA201612D-1R5MT0,2.0*1.6*1.2,1.5uH,0.082Ω,2.3A,1.9A
车规级小型一体成型电感,FPA201612D-2R2MT0,2.0*1.6*1.2,2.2uH,0.14Ω,1.9A,1.4A
车规级小型一体成型电感,FPA252012D-R33MT0,2.5*2.0*1.2,0.33uH,0.02Ω,7A,5A
车规级小型一体成型电感,FPA252012D-R47MT0,2.5*2.0*1.2,0.47uH,0.024Ω,6.2A,4.4A
车规级小型一体成型电感,FPA252012D-R68MT0,2.5*2.0*1.2,0.68uH,0.032Ω,4.7A,3.9A
车规级小型一体成型电感,FPA252012D-1R0MT0,2.5*2.0*1.2,1uH,0.038Ω,4.1A,3.6A
车规级小型一体成型电感,FPA252012D-1R5MT0,2.5*2.0*1.2,1.5uH,0.054Ω,3.6A,2.9A
车规级小型一体成型电感,FPA252012D-2R2MT0,2.5*2.0*1.2,2.2uH,0.078Ω,3A,2.4A
车规级小型一体成型电感,FPA252012D-3R3MT0,2.5*2.0*1.2,3.3uH,0.12Ω,2.3A,1.9A
车规级小型一体成型电感,FPA252012D-4R7MT0,2.5*2.0*1.2,4.7uH,0.17Ω,2.1A,1.6A
车规级小型一体成型电感,FPA252012D-100MT0,2.5*2.0*1.2,10uH,0.43Ω,1.6A,1A
车规级小型一体成型电感,FPA322520D-1R0MT0,3.2*2.5*2.0,1uH,0.018Ω,8.2A,4.8A
车规级小型一体成型电感,FPA322520D-1R5MT0,3.2*2.5*2.0,1.5uH,0.025Ω,6.5A,4A
车规级小型一体成型电感,FPA322520D-2R2MT0,3.2*2.5*2.0,2.2uH,0.037Ω,5.4A,3.4A
车规级小型一体成型电感,FPA322520D-3R3MT0,3.2*2.5*2.0,3.3uH,0.052Ω,4.5A,2.7A
车规级小型一体成型电感,FPA322520D-4R7MT0,3.2*2.5*2.0,4.7uH,0.08Ω,3.6A,2.4A
一体成型电感,FXLA0630-101M,6.6*7.0*2.8,100uH,0.89Ω,1A,1.5A
一体成型电感,FPIB1063-R12M-XA,10.5*5.8*3.0,0.12uH,0.0009Ω,70A,35A
一体成型电感,FPIB1063-R15M-XA,10.5*5.8*3.0,0.15uH,0.0009Ω,60A,35A
一体成型电感,FPIB1064-R10M-XA,10.5*5.8*4.0,0.1uH,0.0006Ω,120A,45A
一体成型电感,FPIB1064-R12M-XA,10.5*5.8*4.0,0.12uH,0.0006Ω,100A,40A
一体成型电感,FPIB1064-R15M-XA,10.5*5.8*4.0,0.15uH,0.0006Ω,80A,35A
一体成型电感,FPIB1064-R18M-XA,10.5*5.8*4.0,0.18uH,0.0006Ω,60A,30A
一体成型电感,FPIB1064-R36M-XA,10.5*5.8*4.0,0.36uH,0.0014Ω,50A,24A
一体成型电感,FPIB1065-R24M-XA,10.5*5.8*5.0,0.24uH,0.00086Ω,60A,37A
一体成型电感,FPIB1065-R33M-XA,10.5*5.8*5.0,0.33uH,0.0014Ω,50A,30A
一体成型电感,FPIB1073-R12M-XA,10.1*7.0*3.0,0.12uH,0.0006Ω,50A,35A
一体成型电感,FPIB1074-R15M-XA,10.1*7.0*4.0,0.15uH,0.00055Ω,75A,55A
一体成型电感,FPIB1074-R22M-XA,10.1*7.0*4.0,0.22uH,0.00071Ω,50A,32A
一体成型电感,FPIB1074-R22M-XB,10.1*7.0*4.0,0.22uH,0.00086Ω,50A,32A
一体成型电感,FPIB1075-R10M-XA,10.1*7.0*5.0,0.1uH,0.0006Ω,100A,44A
一体成型电感,FPIB1075-R12M-XA,10.1*7.0*5.0,0.12uH,0.00045Ω,100A,45A
一体成型电感,FPIB1075-R12M-XB,10.1*7.0*5.0,0.12uH,0.0006Ω,90A,44A
一体成型电感,FPIB1075-R15M-XA,10.1*7.0*5.0,0.15uH,0.00045Ω,85A,42A
一体成型电感,FPIB1075-R15M-XB,10.1*7.0*5.0,0.15uH,0.0006Ω,85A,42A
一体成型电感,FPIB1075-R22M-XA,10.1*7.0*5.0,0.22uH,0.0006Ω,60A,35A
一体成型电感,FPIB1075-R22M-XB,10.1*7.0*5.0,0.22uH,0.00091Ω,60A,35A
一体成型电感,FPIB1075-R30M-XA,10.1*7.0*5.0,0.3uH,0.0011Ω,50A,30A
一体成型电感,FPIB1075-R33M-XA,10.1*7.0*5.0,0.33uH,0.00145Ω,55A,28A
一体成型电感,FPIB1075-R47M-XA,10.1*7.0*5.0,0.47uH,0.00145Ω,50A,25A
一体成型电感,FPIB1084-R15M-XA,11.3*8.3*4.0,0.15uH,0.00045Ω,75A,45A
一体成型电感,FPIB1084-R15M-XB,11.3*8.3*4.0,0.15uH,0.00062Ω,90A,45A
一体成型电感,FPIB1084-R20M-XA,11.3*8.3*4.0,0.2uH,0.00045Ω,70A,45A
一体成型电感,FPIB1084-R22M-XA,11.3*8.3*4.0,0.22uH,0.00062Ω,70A,40A
一体成型电感,FPIB1085-R10M-XA,11.3*8.3*5.0,0.1uH,0.00045Ω,80A,45A
一体成型电感,FPIB1085-R15M-XA,11.3*8.3*5.0,0.15uH,0.00045Ω,75A,45A
一体成型电感,FPIB1085-R20M-XA,11.3*8.3*5.0,0.2uH,0.00062Ω,75A,45A
一体成型电感,FPIB1085-R22M-XA,11.3*8.3*5.0,0.22uH,0.00062Ω,75A,45A
一体成型电感,FPIB1085-R30M-XA,11.3*8.3*5.0,0.3uH,0.0007Ω,75A,45A
一体成型电感,FPIB1087-R42M-XA,11.3*8.3*7.0,0.42uH,0.00075Ω,55A,45A
一体成型电感,FPIB1087-R47M-XA,11.3*8.3*7.0,0.47uH,0.00075Ω,50A,45A
一体成型电感,FPIB1174-R10M-XA,11.2*7.2*4.0,0.1uH,0.00043Ω,120A,40A
一体成型电感,FPIB1174-R15M-XA,11.2*7.2*4.0,0.15uH,0.00043Ω,70A,40A
一体成型电感,FPIB1174-R22M-XA,11.2*7.2*4.0,0.22uH,0.00065Ω,60A,30A
一体成型电感,FPIB1174-R33M-XA,11.2*7.2*4.0,0.33uH,0.00105Ω,45A,35A
一体成型电感,FPIB1175-R15M-XA,11.2*7.2*5.0,0.15uH,0.00043Ω,75A,40A
一体成型电感,FPIB1175-R22M-XA,11.2*7.2*5.0,0.22uH,0.0006Ω,70A,40A
一体成型电感,FPIB1175-R33M-XA,11.2*7.2*5.0,0.33uH,0.00082Ω,60A,35A
一体成型电感,FPIB130830-R22M-XA,12.8*8.0*3.0,0.22uH,0.0008Ω,50A,35A
一体成型电感,FPIB130840-R10M-XA,12.8*8.0*4.0,0.1uH,0.0004Ω,120A,50A
一体成型电感,FPIB130840-R12M-XA,12.8*8.0*4.0,0.12uH,0.0004Ω,100A,45A
一体成型电感,FPIB130840-R15M-XA,12.8*8.0*4.0,0.15uH,0.0005Ω,90A,48A
一体成型电感,FPIB130840-R22M-XA,12.8*8.0*4.0,0.22uH,0.0005Ω,80A,45A
一体成型电感,FPIB130840-R30M-XA,12.8*8.0*4.0,0.3uH,0.00083Ω,60A,40A
一体成型电感,FPIB130840-R33M-XA,12.8*8.0*4.0,0.33uH,0.00083Ω,60A,35A
一体成型电感,FPIB130840-R47M-XA,12.8*8.0*4.0,0.47uH,0.000115Ω,50A,32A
一体成型电感,FPIB130850-R10M-XA,12.8*8.0*5.0,0.1uH,0.0004Ω,130A,50A
一体成型电感,FPIB130850-R15M-XA,12.8*8.0*5.0,0.15uH,0.0004Ω,110A,50A
一体成型电感,FPIB130850-R22M-XA,12.8*8.0*5.0,0.22uH,0.0005Ω,100A,45A
一体成型电感,FPIB130850-R33M-XA,12.8*8.0*5.0,0.33uH,0.00065Ω,70A,35A
一体成型电感,FPIB130850-R47M-XA,12.8*8.0*5.0,0.47uH,0.001Ω,60A,30A
一体成型电感,FPIB130850-1ROM-XA,12.8*8.0*5.0,1uH,0.0022Ω,33A,23A
一体成型电感,FPIB1685-R21M-XA,17.5*8.7*5.0,0.21uH,0.00052Ω,120A,52A
一体成型电感,FPIB1685-R33M-XA,17.5*8.7*5.0,0.33uH,0.00059Ω,100A,48A
一体成型电感,FPIB1685-R47M-XA,17.5*8.7*5.0,0.47uH,0.00082Ω,80A,42A
一体成型电感,FPIB1685-R68M-XA,17.5*8.7*5.0,0.68uH,0.00102Ω,70A,40A
一体成型电感,FPIB1075D-R10M-XA,10.1*7.0*5.0,0.1uH,0.00036Ω,100A,50A
一体成型电感,FPIB1075D-R12M-XA,10.1*7.0*5.0,0.12uH,0.00036Ω,85A,45A
一体成型电感,FPIB1075D-R15M-XA,10.1*7.0*5.0,0.15uH,0.00036Ω,70A,42A
一体成型电感,FPIB1075D-R20M-XA,10.1*7.0*5.0,0.2uH,0.0005Ω,70A,42A
一体成型电感,FPIB1076D-R12M-XA,10.1*7.0*6.0,0.12uH,0.0004Ω,90A,45A
一体成型电感,FPIB1076D-R15M-XA,10.1*7.0*6.0,0.15uH,0.0004Ω,80A,42A
一体成型电感,FPIB1274-R12M-XA,12.2*6.9*4.0,0.12uH,0.00047Ω,85A,45A
一体成型电感,FPIB1274-R15M-XA,12.2*6.9*4.0,0.15uH,0.00047Ω,75A,45A
一体成型电感,FPIB1275-R12M-XA,12.2*6.9*5.0,0.12uH,0.00047Ω,90A,45A
一体成型电感,FPIB1275-R15M-XA,12.2*6.9*5.0,0.15uH,0.00047Ω,80A,45A
一体成型电感,FPIB1384-R12M-XA,12.8*8.0*4.0,0.12uH,0.0004Ω,100A,50A
一体成型电感,FPIB1385-R12M-XA,12.8*8.0*5.0,0.12uH,0.0004Ω,100A,55A
一体成型电感,FPIB1385-R15M-XA,12.8*8.0*5.0,0.15uH,0.0004Ω,90A,50A
小型化一体成型电感T-CORE,FTC404020SR68MGCA,4.1*4.1*2.0,0.68uH,0.006Ω,12A,13A
小型化一体成型电感T-CORE,FTC404020S1R2MGCA,4.1*4.1*2.0,1.2uH,0.012Ω,9A,9A
立脚型一体成型电感,FXL0640U-R22M,7.1*6.6*3.8,0.22uH,0.003Ω,34A,21A
立脚型一体成型电感,FXL0640U-R33M,7.1*6.6*3.8,0.33uH,0.0041Ω,24A,18A
立脚型一体成型电感,FXL0640U-R47M,7.1*6.6*3.8,0.47uH,0.0051Ω,22A,15A
立脚型一体成型电感,FXL0640U-R56M,7.1*6.6*3.8,0.56uH,0.0065Ω,17A,13A
立脚型一体成型电感,FXL0640U-R68M,7.1*6.6*3.8,0.68uH,0.007Ω,16A,12A
立脚型一体成型电感,FXL0640U-1R0M,7.1*6.6*3.8,1.0uH,0.0135Ω,15A,9A
立脚型一体成型电感,FXL0640U-1R5M,7.1*6.6*3.8,1.5uH,0.02Ω,14A,9A
立脚型一体成型电感,FXL0640U-2R2M,7.1*6.6*3.8,2.2uH,0.028Ω,12A,7A
立脚型一体成型电感,FXL0640U-3R3M,7.1*6.6*3.8,3.3uH,0.039Ω,10A,5.5A
立脚型一体成型电感,FXL0640U-4R7M,7.1*6.6*3.8,4.7uH,0.05Ω,7.5A,5A
立脚型一体成型电感,FXL0640U-6R8M,7.1*6.6*3.8,6.8uH,0.07Ω,6A,4A
立脚型一体成型电感,FXL0640U-100M,7.1*6.6*3.8,10uH,0.101Ω,4A,3.1A
立脚型一体成型电感,FXL0640U-150M,7.1*6.6*3.8,15uH,0.16Ω,3.3A,2.5A
T-CORE超大电流电感,FEXL0420A-R10M,4.1*4.1*1.9,0.1uH,0.00242Ω,33A,13.5A
T-CORE超大电流电感,FEXL0420A-R22M,4.1*4.1*1.9,0.22uH,0.0046Ω,18.8A,13A
T-CORE超大电流电感,FEXL0420A-R36M,4.1*4.1*1.9,0.36uH,0.0063Ω,15A,11A
T-CORE超大电流电感,FEXL0420A-R40M,4.1*4.1*1.9,0.4uH,0.00773Ω,13.5A,10A
T-CORE超大电流电感,FEXL0420A-R47M,4.1*4.1*1.9,0.47uH,0.00858Ω,13A,9A
T-CORE超大电流电感,FEXL0420A-R56M,4.1*4.1*1.9,0.56uH,0.0093Ω,12.6A,8.5A
T-CORE超大电流电感,FEXL0420A-R60M,4.1*4.1*1.9,0.6uH,0.00952Ω,12.3A,8A
T-CORE超大电流电感,FEXL0420A-R68M,4.1*4.1*1.9,0.68uH,0.0112Ω,10.9A,7.8A
T-CORE超大电流电感,FEXL0420A-R72M,4.1*4.1*1.9,0.72uH,0.0116Ω,10.6A,7.6A
T-CORE超大电流电感,FEXL0420A-1R0M,4.1*4.1*1.9,1uH,0.0146Ω,8.8A,6.8A
T-CORE超大电流电感,FEXL0420A-1R2M,4.1*4.1*1.9,1.2uH,0.0179Ω,7.8A,6.6A
T-CORE超大电流电感,FEXL0420A-1R5M,4.1*4.1*1.9,1.5uH,0.0235Ω,7.4A,5.8A
T-CORE超大电流电感,FEXL0420A-1R8M,4.1*4.1*1.9,1.8uH,0.028Ω,7A,5.2A
T-CORE超大电流电感,FEXL0420A-2R2M,4.1*4.1*1.9,2.2uH,0.0387Ω,6A,4.6A
T-CORE超大电流电感,FEXL0430A-R47M,4.1*4.1*2.8,0.47uH,0.00726Ω,15A,10A
T-CORE超大电流电感,FEXL0430A-R90M,4.1*4.1*2.8,0.9uH,0.0101Ω,9A,8.2A
T-CORE超大电流电感,FEXL0430A-1R0M,4.1*4.1*2.8,1uH,0.0101Ω,9.2A,8A
T-CORE超大电流电感,FEXL0430A-1R2M,4.1*4.1*2.8,1.2uH,0.0115Ω,8.7A,7.8A
T-CORE超大电流电感,FEXL0430A-1R5M,4.1*4.1*2.8,1.5uH,0.0132Ω,7A,7A
T-CORE超大电流电感,FEXL0430A-2R2M,4.1*4.1*2.8,2.2uH,0.0226Ω,6.1A,6A
T-CORE超大电流电感,FEXL0430A-3R3M,4.1*4.1*2.8,3.3uH,0.0286Ω,5.3A,5A
T-CORE超大电流电感,FEXL0430A-4R7M,4.1*4.1*2.8,4.7uH,0.0441Ω,4A,3.9A
T-CORE超大电流电感,FEXL0430A-6R8M,4.1*4.1*2.8,6.8uH,0.0741Ω,3A,3A
T-CORE超大电流电感,FEXL0520A-R15M,5.5*5.3*1.9,0.15uH,0.0046Ω,27A,13.9A
T-CORE超大电流电感,FEXL0520A-R16M,5.5*5.3*1.9,0.16uH,0.0046Ω,27A,13.9A
T-CORE超大电流电感,FEXL0520A-R33M,5.5*5.3*1.9,0.33uH,0.007Ω,24A,10.5A
T-CORE超大电流电感,FEXL0520A-R47M,5.5*5.3*1.9,0.47uH,0.00805Ω,20A,10.1A
T-CORE超大电流电感,FEXL0520A-R56M,5.5*5.3*1.9,0.56uH,0.00954Ω,16A,9.9A
T-CORE超大电流电感,FEXL0520A-R68M,5.5*5.3*1.9,0.68uH,0.0102Ω,14A,9.6A
T-CORE超大电流电感,FEXL0520A-R80M,5.5*5.3*1.9,0.8uH,0.0118Ω,13.5A,9.4A
T-CORE超大电流电感,FEXL0520A-R82M,5.5*5.3*1.9,0.82uH,0.0127Ω,13A,8.5A
T-CORE超大电流电感,FEXL0520A-1R0M,5.5*5.3*1.9,1uH,0.0138Ω,12.8A,7.5A
T-CORE超大电流电感,FEXL0520A-1R2M,5.5*5.3*1.9,1.2uH,0.0163Ω,12.2A,6.8A
T-CORE超大电流电感,FEXL0520A-1R5M,5.5*5.3*1.9,1.5uH,0.0187Ω,11.7A,6.4A
T-CORE超大电流电感,FEXL0530A-R15M,5.5*5.3*2.9,0.15uH,0.00231Ω,32.5A,14.3A
T-CORE超大电流电感,FEXL0530A-R16M,5.5*5.3*2.9,0.16uH,0.00233Ω,32A,14.2A
T-CORE超大电流电感,FEXL0530A-R33M,5.5*5.3*2.9,0.33uH,0.00352Ω,26A,13.8A
T-CORE超大电流电感,FEXL0530A-R47M,5.5*5.3*2.9,0.47uH,0.00413Ω,24A,13.7A
T-CORE超大电流电感,FEXL0530A-R56M,5.5*5.3*2.9,0.56uH,0.00452Ω,20.2A,13.6A
T-CORE超大电流电感,FEXL0530A-R60M,5.5*5.3*2.9,0.6uH,0.00452Ω,20A,13.6A
T-CORE超大电流电感,FEXL0530A-R80M,5.5*5.3*2.9,0.8uH,0.00565Ω,18A,10.1A
T-CORE超大电流电感,FEXL0530A-R82M,5.5*5.3*2.9,0.82uH,0.00578Ω,17.6A,9.9A
T-CORE超大电流电感,FEXL0530A-1R0M,5.5*5.3*2.9,1uH,0.0076Ω,14.3A,9A
T-CORE超大电流电感,FEXL0530A-1R2M,5.5*5.3*2.9,1.2uH,0.0097Ω,13.5A,8.5A
T-CORE超大电流电感,FEXL0530A-1R5M,5.5*5.3*2.9,1.5uH,0.0112Ω,12.5A,8A
T-CORE超大电流电感,FEXL0530A-1R8M,5.5*5.3*2.9,1.8uH,0.0127Ω,11.3A,7.6A
T-CORE超大电流电感,FEXL0530A-2R2M,5.5*5.3*2.9,2.2uH,0.0145Ω,9A,7.2A
T-CORE超大电流电感,FEXL0530A-3R3M,5.5*5.3*2.9,3.3uH,0.0231Ω,8.7A,5.9A
T-CORE超大电流电感,FEXL0530A-4R7M,5.5*5.3*2.9,4.7uH,0.0363Ω,7A,4.3A
T-CORE超大电流电感,FEXL0550A-4R7M,5.5*5.3*4.8,4.7uH,0.021Ω,8.8A,8.1A
T-CORE超大电流电感,FEXL0550A-5R6M,5.5*5.3*4.8,5.6uH,0.0242Ω,7.2A,5.3A
T-CORE超大电流电感,FEXL0550A-6R8M,5.5*5.3*4.8,6.8uH,0.0286Ω,6.6A,4.8A
T-CORE超大电流电感,FEXL0550A-8R2M,5.5*5.3*4.8,8.2uH,0.0325Ω,6.1A,4.6A
T-CORE超大电流电感,FEXL0550A-100M,5.5*5.3*4.8,10uH,0.043Ω,5.4A,3.8A
T-CORE超大电流电感,FEXL0550A-150M,5.5*5.3*4.8,15uH,0.0767Ω,3.2A,3A
T-CORE超大电流电感,FEXL0550A-220M,5.5*5.3*4.8,22uH,0.09965Ω,3A,2.5A
T-CORE超大电流电感,FEXL0630A-1R0M,6.6*6.4*2.9,1uH,0.00605Ω,18A,13A
T-CORE超大电流电感,FEXL0630A-1R2M,6.6*6.4*2.9,1.2uH,0.0074Ω,16A,12A
T-CORE超大电流电感,FEXL0630A-1R5M,6.6*6.4*2.9,1.5uH,0.00913Ω,15.5A,11A
T-CORE超大电流电感,FEXL0630A-1R8M,6.6*6.4*2.9,1.8uH,0.0102Ω,13A,10A
T-CORE超大电流电感,FEXL0630A-2R2M,6.6*6.4*2.9,2.2uH,0.0122Ω,11A,7A
T-CORE超大电流电感,FEXL0630A-3R3M,6.6*6.4*2.9,3.3uH,0.0208Ω,9A,6A
T-CORE超大电流电感,FEXL0630A-4R5M,6.6*6.4*2.9,4.5uH,0.0253Ω,8A,5A
T-CORE超大电流电感,FEXL0630A-R18M,6.6*6.4*2.9,0.18uH,0.00175Ω,36A,24A
T-CORE超大电流电感,FEXL0630A-R33M,6.6*6.4*2.9,0.33uH,0.0025Ω,28A,20A
T-CORE超大电流电感,FEXL0630A-R56M,6.6*6.4*2.9,0.56uH,0.00331Ω,25A,17A
T-CORE超大电流电感,FEXL0630A-R68M,6.6*6.4*2.9,0.68uH,0.00517Ω,21A,15A
T-CORE超大电流电感,FEXL0650A-1R0M,6.6*6.4*4.8,1uH,0.00452Ω,18A,15A
T-CORE超大电流电感,FEXL0650A-1R2M,6.6*6.4*4.8,1.2uH,0.00583Ω,16A,14A
T-CORE超大电流电感,FEXL0650A-1R5M,6.6*6.4*4.8,1.5uH,0.0063Ω,14.5A,13A
